id_hcn,site,date_int_ref,DATE_INIT_ASSESS,OUTCOME_CATEGORY_DESC
616,e,2017-02-23,2017-03-05,f
9422,h,2016-05-22,2016-06-08,h
1139c,c,2014-07-16,2014-08-02,f
9292,h,2022-09-22,2022-09-24,c
9930,c,2015-01-03,2015-01-19,h
6018c,c,2016-11-14,2016-12-03,b
3604,g,2014-06-18,2014-07-01,b
7924,f,2012-07-01,2012-07-08,d
13704c,f,2014-03-14,2014-03-28,b
239c,b,2022-12-30,2023-01-02,f
2989c,d,2017-09-14,2017-09-24,g
6027,d,2011-08-01,2011-08-17,g
14677c,e,2022-03-07,2022-03-09,j
6099,e,2013-12-06,2013-12-10,i
3382c,j,2010-05-08,2010-05-11,j
4035c,f,2022-09-05,2022-09-20,j
11023c,c,2018-08-05,2018-08-20,h
10042c,a,2020-01-02,2020-01-22,i
1538,g,2020-02-13,2020-02-25,h
8643c,f,2019-06-23,2019-07-12,d
3930c,a,2017-02-26,2017-03-15,h
12533c,c,2010-05-13,2010-06-02,j
7728c,b,2010-04-24,2010-04-28,i
5131,d,2018-09-23,2018-10-12,g
4460,j,2019-07-14,2019-07-19,g
6390,e,2017-04-10,2017-04-25,a
8195,i,2018-11-22,2018-12-12,d
1115c,e,2021-02-19,2021-03-02,c
7355c,a,2017-12-15,2017-12-24,j
3595,e,2015-05-31,2015-06-15,a
8019,h,2012-08-16,2012-08-24,i
9813c,h,2013-11-21,2013-11-23,b
4168,c,2013-03-21,2013-04-10,i
11323c,b,2022-10-04,2022-10-13,c
455c,a,2011-07-09,2011-07-22,g
6739c,f,2010-04-18,2010-04-25,c
904c,j,2020-09-17,2020-10-07,e
350,a,2012-04-05,2012-04-16,e
7218,i,2016-11-01,2016-11-18,a
6814,a,2012-03-18,2012-04-01,e
6349,f,2018-12-01,2018-12-12,g
5266c,f,2015-02-25,2015-03-03,b
636c,d,2020-07-30,2020-08-14,b
10085c,a,2013-07-26,2013-08-01,h
5694,j,2012-08-17,2012-08-26,h
9493c,g,2010-06-07,2010-06-17,e
10124c,e,2018-01-02,2018-01-15,h
11837c,a,2022-03-08,2022-03-21,h
1789,a,2020-07-31,2020-08-20,e
1177,g,2022-09-27,2022-10-12,b
7714,j,2014-07-08,2014-07-22,d
2618,h,2014-10-30,2014-11-07,b
2551,j,2017-05-30,2017-06-10,j
950c,h,2017-12-21,2018-01-04,i
7297,d,2012-06-08,2012-06-12,d
765c,i,2015-06-01,2015-06-16,j
3216,h,2013-02-15,2013-02-16,i
14013c,g,2018-07-10,2018-07-19,f
8962c,e,2022-02-04,2022-02-21,b
9610c,i,2014-10-08,2014-10-28,f
4612c,f,2020-08-11,2020-08-22,g
14947c,i,2022-01-01,2022-01-12,d
1259c,j,2017-04-10,2017-04-16,g
8465,j,2013-01-02,2013-01-22,e
180c,g,2010-05-18,2010-05-21,g
6047,e,2015-04-24,2015-05-02,j
2359c,b,2021-06-23,2021-07-08,a
14902c,b,2015-07-20,2015-07-23,e
13890c,e,2011-04-07,2011-04-22,g
5650,i,2011-08-30,2011-09-05,d
9133c,a,2022-06-26,2022-06-27,f
9056,g,2013-12-19,2014-01-01,g
5414,e,2017-01-22,2017-01-26,d
10399c,g,2010-03-14,2010-03-19,d
4877,f,2019-11-16,2019-11-24,c
11127c,f,2020-06-01,2020-06-15,g
9679,g,2021-11-29,2021-12-07,c
4177,f,2014-09-03,2014-09-20,c
5128c,h,2018-03-14,2018-03-27,i
3258,e,2022-09-03,2022-09-14,j
5324,j,2019-05-01,2019-05-05,b
7276c,d,2014-11-03,2014-11-12,b
6359c,d,2013-04-23,2013-04-25,e
8704,c,2021-04-18,2021-04-30,e
13289c,b,2012-03-18,2012-03-30,f
450c,i,2011-01-18,2011-02-03,d
12631c,a,2018-03-04,2018-03-18,b
4453,f,2010-09-15,2010-09-18,c
971,f,2021-06-23,2021-07-03,f
7189,b,2015-04-17,2015-04-21,i
9593c,d,2012-05-26,2012-06-05,j
1625c,h,2014-05-11,2014-05-30,e
2272,c,2013-05-28,2013-06-17,d
4872,f,2021-11-19,2021-12-09,d
7966c,i,2015-05-26,2015-05-27,i
3653,h,2011-08-24,2011-09-06,c
6587c,c,2014-12-20,2015-01-04,i
6506,d,2019-05-04,2019-05-21,h
9212,i,2018-05-06,2018-05-14,f
4003c,j,2011-06-07,2011-06-18,b
13809c,a,2012-02-08,2012-02-22,b
8332,j,2017-04-21,2017-05-05,i
3002,h,2020-06-29,2020-07-19,b
2766c,f,2018-09-09,2018-09-13,i
3304c,h,2017-06-10,2017-06-16,i
11992c,c,2018-08-13,2018-08-28,h
8543,f,2012-04-09,2012-04-21,a
5655,h,2019-05-08,2019-05-20,j
710,c,2017-01-28,2017-02-06,b
6578c,d,2018-01-07,2018-01-27,a
9029,b,2017-08-25,2017-08-26,g
2213,c,2010-12-04,2010-12-23,b
9881c,g,2015-07-28,2015-08-10,b
3695c,i,2021-08-16,2021-08-31,d
6485c,a,2012-05-04,2012-05-10,g
5167,j,2014-03-30,2014-04-08,f
3563,j,2019-12-09,2019-12-15,h
8901,i,2015-09-23,2015-09-29,j
9350,d,2019-03-19,2019-03-27,g
1828,i,2019-12-01,2019-12-03,b
4370,h,2013-05-27,2013-05-29,h
8908c,b,2022-04-08,2022-04-26,f
7340c,f,2015-04-14,2015-04-17,j
9721,i,2011-09-11,2011-09-23,e
5147c,f,2012-06-17,2012-06-23,h
9873,h,2014-05-08,2014-05-23,g
3774,d,2010-08-09,2010-08-13,d
5927c,b,2010-12-20,2011-01-03,d
7810c,h,2020-02-16,2020-02-22,i
8033c,g,2019-11-02,2019-11-19,c
7047,e,2020-06-23,2020-06-28,a
14265c,e,2010-03-02,2010-03-10,i
12208c,i,2019-02-18,2019-03-09,e
7486,d,2011-02-07,2011-02-14,b
82,g,2016-03-03,2016-03-09,d
3505c,a,2015-08-27,2015-08-30,c
3058c,h,2016-10-01,2016-10-11,a
9020,j,2015-12-02,2015-12-18,c
14965c,j,2014-01-27,2014-01-30,f
4326,j,2022-10-28,2022-11-01,h
14883c,b,2012-02-10,2012-02-16,i
4294c,e,2019-08-20,2019-08-24,j
4252,j,2019-08-03,2019-08-07,j
5946,i,2018-03-22,2018-04-11,a
6975,c,2010-04-09,2010-04-18,f
5685,j,2020-02-21,2020-03-08,j
2394c,c,2010-07-14,2010-07-22,g
4057,j,2018-03-23,2018-04-04,b
2826c,g,2019-07-03,2019-07-17,d
2030c,h,2013-09-24,2013-10-03,j
2135c,f,2012-11-02,2012-11-16,b
10743c,a,2020-02-09,2020-02-19,b
6671c,c,2014-07-15,2014-07-23,g
5432c,h,2010-06-04,2010-06-10,j
8193,b,2014-10-17,2014-10-22,a
9422,e,2017-02-16,2017-03-02,i
3882,e,2018-07-02,2018-07-07,d
358,f,2011-02-09,2011-02-25,a
8469c,a,2013-04-02,2013-04-20,e
14685c,i,2016-04-04,2016-04-12,h
10717c,e,2018-01-22,2018-01-23,a
3242,b,2011-01-21,2011-01-29,d
8470,j,2019-07-15,2019-07-24,d
672,d,2021-09-01,2021-09-14,h
2256,h,2015-07-05,2015-07-09,i
6220,c,2020-05-11,2020-05-13,f
9696,c,2017-04-26,2017-05-01,c
10351c,e,2019-09-15,2019-09-23,j
13459c,b,2017-12-08,2017-12-17,d
14279c,b,2014-11-03,2014-11-12,c
9332,h,2012-10-17,2012-11-01,g
708,b,2011-02-03,2011-02-23,j
5035,b,2017-07-07,2017-07-16,f
9853,j,2020-10-24,2020-11-11,j
8132,a,2018-08-31,2018-09-19,g
11382c,j,2012-12-05,2012-12-07,f
2455c,b,2012-12-02,2012-12-13,c
5112,c,2018-04-17,2018-04-24,e
6713c,g,2012-11-05,2012-11-09,d
3163c,d,2018-01-09,2018-01-16,g
1123c,e,2012-04-03,2012-04-05,b
11716c,a,2014-04-07,2014-04-10,i
9305c,f,2011-02-27,2011-03-10,b
6726,a,2012-03-15,2012-03-23,j
6758,d,2016-06-26,2016-07-05,f
5260c,a,2016-06-12,2016-06-21,a
12859c,h,2017-03-06,2017-03-17,h
4539c,e,2015-07-26,2015-07-31,a
222,b,2020-09-20,2020-09-28,f
3354c,g,2015-07-17,2015-07-22,e
8317,c,2015-01-11,2015-01-18,e
3226,b,2019-02-25,2019-03-04,g
2714,a,2011-12-29,2012-01-11,j
7189c,h,2017-02-28,2017-03-11,h
7831c,b,2013-07-24,2013-08-05,g
9289,e,2016-03-17,2016-03-27,i
13722c,i,2019-05-07,2019-05-13,f
4991,b,2022-10-16,2022-10-23,b
7986,b,2010-11-23,2010-12-08,d
14386c,g,2015-12-13,2015-12-25,i
10723c,e,2010-11-25,2010-12-07,e
5903,c,2018-04-06,2018-04-14,h
1142,g,2013-09-19,2013-09-30,g
4036,i,2016-09-16,2016-09-20,d
14032c,e,2014-03-06,2014-03-24,g
1509,b,2020-11-30,2020-12-16,e
6046,f,2019-02-23,2019-03-06,j
10611c,a,2020-12-28,2021-01-03,f
5502,e,2012-03-06,2012-03-11,d
11991c,e,2011-11-27,2011-12-12,f
9380,d,2017-01-18,2017-02-07,i
1333c,b,2016-01-16,2016-01-22,j
912,g,2021-07-09,2021-07-14,i
2351c,f,2016-12-26,2016-12-27,d
621c,e,2015-08-20,2015-09-06,f
1323,b,2017-10-26,2017-10-27,a
9828,j,2021-04-05,2021-04-07,i
1914c,a,2018-01-08,2018-01-24,b
9831c,e,2020-05-23,2020-06-02,d
6916,a,2010-12-15,2010-12-20,i
9645c,b,2010-07-15,2010-07-19,f
11852c,f,2011-07-19,2011-07-29,e
9513c,a,2017-11-27,2017-11-28,i
1459c,b,2010-10-12,2010-10-16,e
2591c,e,2020-11-17,2020-11-29,j
12072c,f,2016-05-24,2016-06-02,d
9618c,g,2010-10-14,2010-10-22,a
2095c,f,2013-09-26,2013-10-14,b
12525c,h,2012-02-10,2012-02-25,d
3262c,h,2022-10-20,2022-11-01,a
364,f,2021-05-26,2021-05-28,h
3886c,d,2022-08-08,2022-08-20,b
1982c,b,2014-10-25,2014-11-03,f
9830c,b,2015-01-19,2015-01-30,e
13740c,j,2012-06-13,2012-06-24,e
1624c,e,2013-04-01,2013-04-05,g
14892c,d,2017-11-02,2017-11-10,c
7595,c,2015-09-14,2015-09-28,b
12244c,c,2019-03-01,2019-03-10,b
13779c,f,2017-02-27,2017-03-04,i
10217c,e,2015-01-11,2015-01-31,a
13383c,g,2019-10-29,2019-11-18,g
6619,e,2014-11-28,2014-12-14,f
7774,h,2010-12-18,2011-01-03,c
8396c,h,2020-07-23,2020-08-11,j
9078,a,2014-03-05,2014-03-19,e
6136,j,2022-02-08,2022-02-18,c
1663,d,2020-12-08,2020-12-23,c
8755c,j,2016-06-19,2016-06-24,c
9621,e,2015-09-05,2015-09-16,d
2873c,g,2022-03-30,2022-04-06,b
13103c,h,2014-02-13,2014-02-27,h
6152,d,2016-02-03,2016-02-06,e
5793c,g,2015-07-27,2015-08-07,d
9203,g,2022-09-26,2022-10-15,c
9689,j,2017-10-14,2017-10-30,b
6136c,i,2014-04-11,2014-04-26,c
11383c,i,2017-11-02,2017-11-13,d
1355,e,2010-10-23,2010-11-02,g
11981c,e,2012-10-15,2012-10-24,g
6594,g,2010-12-30,2011-01-16,a
6457,c,2012-03-11,2012-03-20,b
9750,h,2019-11-29,2019-12-19,c
2828,j,2018-05-28,2018-06-12,d
13582c,a,2010-07-17,2010-08-05,f
798,a,2010-02-18,2010-03-04,g
5642,d,2014-07-28,2014-08-04,h
5718,e,2016-06-03,2016-06-19,d
6145c,j,2020-03-23,2020-03-27,a
5018c,j,2010-02-19,2010-02-27,h
9731c,d,2013-06-12,2013-06-19,b
14081c,g,2015-05-27,2015-06-05,d
8069c,f,2012-05-16,2012-05-21,b
2351,g,2019-09-03,2019-09-22,a
7091c,g,2017-10-19,2017-10-29,i
3787c,f,2020-09-15,2020-09-20,j
1954c,a,2016-06-02,2016-06-12,b
7129c,h,2010-11-28,2010-12-15,f
7305,a,2022-11-17,2022-11-22,c
11499c,f,2017-05-01,2017-05-05,i
4926,j,2016-04-06,2016-04-13,i
5980c,b,2016-01-29,2016-02-04,c
14786c,e,2010-10-25,2010-11-06,f
6723c,e,2022-04-06,2022-04-14,e
9185,i,2021-09-18,2021-10-04,j
10151c,j,2021-03-14,2021-04-03,a
874c,f,2021-08-02,2021-08-17,d
7005c,g,2022-08-24,2022-08-26,g
9948,i,2017-01-26,2017-02-03,e
3560c,i,2013-12-02,2013-12-07,i
5292c,i,2010-06-03,2010-06-19,a
2346,b,2017-12-02,2017-12-06,b
4211c,g,2015-07-01,2015-07-18,c
3065,e,2018-12-09,2018-12-17,h
5465,d,2015-07-24,2015-08-12,i
2075c,i,2016-09-26,2016-10-06,b
12628c,a,2013-10-18,2013-10-23,d
6779,g,2018-02-27,2018-03-15,g
336c,h,2015-10-04,2015-10-12,g
9394,j,2017-01-28,2017-02-07,h
6840,g,2019-01-18,2019-01-25,c
144c,b,2010-06-02,2010-06-05,a
418,h,2017-07-27,2017-08-03,f
11910c,b,2014-01-19,2014-02-01,f
10737c,e,2010-11-21,2010-12-10,i
11438c,j,2020-08-14,2020-08-22,h
8317,c,2010-09-17,2010-09-25,j
846,d,2019-08-10,2019-08-23,d
131c,e,2011-06-30,2011-07-06,e
12158c,d,2015-07-14,2015-07-27,d
6114,c,2022-09-18,2022-09-27,a
6565,c,2013-02-17,2013-02-20,c
9878,i,2010-10-11,2010-10-24,j
10185c,e,2011-09-02,2011-09-17,b
8314c,b,2019-10-01,2019-10-14,d
7612c,f,2015-10-22,2015-11-03,h
2563,b,2017-07-03,2017-07-21,e
408,i,2016-06-10,2016-06-19,h
2963c,c,2010-10-16,2010-10-19,i
6806,a,2022-09-12,2022-09-18,h
4879,a,2016-07-06,2016-07-13,h
8052,h,2012-10-26,2012-11-08,f
13966c,g,2019-05-03,2019-05-23,f
272,e,2022-07-29,2022-08-03,f
8931c,j,2016-08-31,2016-09-06,h
4275c,h,2017-05-21,2017-05-24,a
6032,e,2015-03-22,2015-03-31,e
13606c,d,2012-08-01,2012-08-08,g
3162c,g,2015-02-26,2015-02-28,b
9228,i,2018-06-08,2018-06-18,b
156c,c,2022-12-30,2023-01-18,a
4073c,c,2017-07-14,2017-07-31,a
8935,b,2015-12-08,2015-12-17,e
658c,i,2012-12-26,2013-01-15,f
3937,c,2020-02-20,2020-02-22,f
771c,i,2016-03-05,2016-03-21,d
2152c,j,2010-10-30,2010-11-04,b
1326,a,2016-04-24,2016-05-09,b
2965,g,2022-08-21,2022-09-04,a
4779c,h,2013-09-08,2013-09-10,c
5953,b,2018-03-13,2018-03-27,i
7125,e,2016-05-21,2016-06-08,d
5685c,c,2012-07-06,2012-07-21,a
3373,a,2012-03-08,2012-03-12,i
4957,c,2014-05-29,2014-06-11,a
8478c,i,2015-06-18,2015-07-08,h
549c,i,2011-04-17,2011-05-05,e
3297c,e,2012-04-14,2012-04-18,g
7821c,b,2022-10-31,2022-11-01,f
118,a,2016-03-13,2016-03-24,g
3089,c,2021-02-21,2021-03-13,f
14071c,j,2018-07-09,2018-07-13,d
1871,j,2016-10-10,2016-10-22,d
246c,g,2018-07-07,2018-07-26,j
3847c,j,2019-03-19,2019-03-31,a
1553,f,2010-07-13,2010-07-23,a
14199c,b,2021-12-27,2022-01-07,d
8402c,e,2016-08-03,2016-08-23,h
6312c,j,2018-01-10,2018-01-15,h
6976c,j,2015-04-11,2015-04-15,f
5020c,b,2019-05-25,2019-06-06,c
1431,g,2016-04-16,2016-04-25,c
2130,c,2020-04-11,2020-04-23,c
1498,e,2017-07-19,2017-07-20,b
11704c,j,2014-05-21,2014-05-30,c
11352c,c,2010-03-17,2010-03-24,c
14992c,f,2016-01-29,2016-02-11,h
6865c,e,2016-10-25,2016-11-13,g
146c,i,2012-04-21,2012-04-27,j
1267c,b,2012-10-18,2012-11-02,g
9501,f,2016-09-14,2016-09-18,d
2615c,i,2020-06-24,2020-07-09,i
14704c,d,2017-02-11,2017-02-22,c
12970c,h,2017-01-06,2017-01-08,g
2966,j,2018-01-06,2018-01-21,g
1480,g,2021-02-24,2021-03-08,f
4741c,d,2021-05-27,2021-06-03,b
5456,c,2020-01-18,2020-02-03,h
1574c,j,2013-10-10,2013-10-15,b
1453c,a,2018-06-15,2018-07-04,e
14670c,d,2019-01-06,2019-01-19,i
3954c,a,2015-11-07,2015-11-27,h
105c,g,2018-10-24,2018-11-02,e
4331c,i,2011-03-20,2011-04-02,j
390,c,2015-11-07,2015-11-08,h
765,d,2022-11-10,2022-11-29,a
2699,g,2021-07-09,2021-07-11,f
9174,g,2010-08-15,2010-08-24,i
7767,j,2020-05-09,2020-05-22,j
6283,e,2019-08-14,2019-08-22,e
5894,g,2010-12-29,2011-01-03,h
5657,d,2021-05-01,2021-05-14,i
3822,g,2021-01-08,2021-01-24,a
903c,g,2018-09-07,2018-09-20,h
8527,j,2013-07-11,2013-07-16,j
10125c,a,2021-01-26,2021-02-15,g
561c,d,2022-11-07,2022-11-12,c
5652,e,2021-09-08,2021-09-10,f
3776,f,2014-02-03,2014-02-23,g
5161,j,2021-04-23,2021-05-05,a
13599c,h,2015-02-16,2015-02-27,i
3560c,i,2020-07-11,2020-07-29,c
5765,j,2016-07-16,2016-08-02,c
3080,b,2020-06-11,2020-06-28,e
5786c,h,2017-03-23,2017-03-31,i
1030c,f,2021-12-19,2022-01-04,f
5747,h,2019-07-06,2019-07-08,c
5603,h,2013-10-06,2013-10-07,d
1747c,g,2018-09-28,2018-10-13,a
7994,d,2010-07-11,2010-07-25,i
2879,j,2019-12-05,2019-12-08,j
1738,g,2013-01-15,2013-02-04,h
11435c,e,2019-06-22,2019-06-24,c
1311,b,2020-05-28,2020-06-09,h
5284c,i,2019-04-23,2019-05-09,f
7158,c,2021-08-08,2021-08-20,i
3268,d,2016-03-25,2016-04-14,c
4823,e,2018-12-08,2018-12-09,b
3126c,b,2014-10-04,2014-10-07,j
749,a,2021-01-30,2021-02-14,g
8461,b,2013-11-22,2013-12-07,d
1902c,e,2014-09-05,2014-09-19,a
371c,e,2014-10-21,2014-11-02,f
8344,j,2014-02-18,2014-02-28,c
916,f,2012-06-19,2012-06-28,h
7421,j,2021-08-16,2021-08-21,j
1898c,b,2020-01-07,2020-01-21,e
7986,c,2022-08-07,2022-08-20,a
49,h,2018-03-13,2018-03-21,a
4298,j,2017-08-15,2017-08-23,e
5020c,d,2021-04-19,2021-05-02,d
2881c,g,2022-05-02,2022-05-03,h
5190,e,2014-07-27,2014-08-15,d
2160c,j,2010-01-14,2010-01-18,e
2880c,b,2022-11-03,2022-11-13,h
13839c,e,2020-12-10,2020-12-27,d
209,d,2021-08-28,2021-09-13,a
9138,c,2019-03-20,2019-04-03,c
908,e,2014-09-20,2014-09-28,c
2809c,g,2010-02-10,2010-02-25,b
827c,e,2019-12-16,2019-12-24,d
9944,b,2021-08-10,2021-08-13,a
12855c,a,2020-06-18,2020-07-04,a
2331c,j,2019-05-28,2019-06-12,h
7578c,d,2017-11-04,2017-11-12,f
4329c,f,2011-11-18,2011-12-01,g
7643,d,2017-11-18,2017-12-07,e
4236c,f,2020-07-03,2020-07-07,f
2836c,j,2021-03-06,2021-03-19,a
13819c,g,2015-08-25,2015-09-14,h
13985c,h,2015-10-09,2015-10-23,j
8661,f,2022-02-02,2022-02-08,i
9088,b,2018-09-19,2018-09-21,g
3322c,e,2013-02-05,2013-02-07,d
206c,a,2019-08-14,2019-08-31,e
8760c,a,2010-08-04,2010-08-24,b
3629,i,2014-07-02,2014-07-10,b
14798c,i,2015-03-25,2015-04-02,c
5047c,g,2020-11-27,2020-12-01,j
9675c,j,2022-07-16,2022-07-31,f
12053c,f,2010-12-03,2010-12-08,g
8150,f,2012-09-14,2012-09-30,e
8367c,a,2018-09-24,2018-09-28,c
8773,h,2017-07-11,2017-07-16,e
10709c,j,2021-11-11,2021-11-27,e
12822c,f,2011-03-27,2011-04-06,e
4194c,a,2017-03-07,2017-03-18,g
909,e,2018-04-02,2018-04-06,a
4428,a,2017-04-01,2017-04-03,g
1417,g,2021-01-01,2021-01-13,h
3402c,j,2011-01-07,2011-01-21,g
3110,d,2013-06-17,2013-07-03,a
2056c,j,2014-05-22,2014-06-10,b
5648,e,2014-12-20,2014-12-30,h
1175c,g,2016-12-03,2016-12-08,d
2329,b,2013-05-11,2013-05-13,a
3393c,a,2010-10-13,2010-10-29,h
4569c,a,2010-09-20,2010-09-21,a
14937c,a,2010-11-03,2010-11-20,a
2694,i,2018-01-09,2018-01-26,e
4236,d,2010-01-19,2010-02-05,j
8807,a,2014-03-02,2014-03-11,e
2582,c,2022-02-06,2022-02-08,d
5637,i,2021-03-02,2021-03-22,b
1609,f,2022-07-12,2022-07-18,c
540,a,2018-02-03,2018-02-06,g
2422,c,2010-09-28,2010-10-03,i
6276c,g,2022-03-24,2022-04-04,g
14655c,j,2018-01-20,2018-01-22,c
647,e,2020-12-15,2020-12-17,a
2037,g,2019-01-30,2019-02-13,h
3170c,b,2016-09-07,2016-09-18,c
2229,h,2017-11-06,2017-11-11,j
4056,i,2017-12-31,2018-01-01,g
868c,a,2017-09-27,2017-10-06,f
12552c,e,2019-07-24,2019-08-05,i
5207c,f,2018-10-07,2018-10-27,c
2729c,i,2015-08-11,2015-08-29,f
7036c,h,2017-12-12,2017-12-15,h
2483c,h,2011-12-17,2012-01-02,i
13992c,c,2011-05-10,2011-05-14,c
9497c,d,2020-12-27,2021-01-15,j
9615,b,2016-07-29,2016-08-16,c
432c,e,2019-10-28,2019-11-05,f
2967,c,2016-01-18,2016-01-31,a
9449c,d,2015-02-28,2015-03-18,i
5830c,b,2017-09-24,2017-10-12,g
2313c,e,2011-01-18,2011-01-26,e
4717c,d,2021-03-18,2021-03-23,j
8093c,d,2022-01-16,2022-01-27,c
3733c,e,2021-02-06,2021-02-25,i
14942c,h,2020-06-26,2020-07-13,a
7461,d,2022-10-24,2022-11-05,f
3217c,j,2015-11-09,2015-11-27,e
9534,h,2013-05-02,2013-05-09,h
10558c,c,2016-10-23,2016-10-25,c
344c,g,2017-10-24,2017-11-08,c
7799c,g,2012-09-14,2012-09-20,b
10080c,i,2015-04-26,2015-05-04,i
9344c,c,2018-07-30,2018-08-12,b
4344,h,2012-12-11,2012-12-12,i
607c,g,2012-05-11,2012-05-29,g
10783c,a,2019-03-20,2019-03-25,j
2977c,i,2011-05-21,2011-05-26,j
6684c,d,2021-06-21,2021-06-28,e
5647c,j,2011-03-25,2011-04-06,f
8624c,c,2014-04-24,2014-05-01,c
4005,f,2018-08-02,2018-08-05,h
4787c,g,2021-11-30,2021-12-15,c
2480c,i,2010-01-14,2010-01-25,h
2086c,i,2010-05-13,2010-05-27,g
12317c,b,2016-11-28,2016-12-04,j
928,i,2014-07-02,2014-07-11,c
4250c,j,2010-03-24,2010-04-09,g
7382c,j,2015-08-22,2015-08-28,b
1891,d,2017-04-21,2017-04-29,h
336c,e,2019-07-23,2019-08-02,j
8376,i,2012-12-24,2013-01-11,g
5764,b,2014-04-08,2014-04-18,g
4397,a,2011-03-17,2011-03-27,f
12257c,f,2013-01-10,2013-01-28,j
9513,j,2012-04-04,2012-04-12,h
13788c,d,2014-08-31,2014-09-14,g
1125,g,2013-08-21,2013-08-27,b
132c,f,2018-10-25,2018-10-29,i
11622c,e,2010-10-12,2010-10-13,f
7957,b,2011-01-16,2011-01-26,a
12996c,d,2014-01-16,2014-01-28,i
5735c,j,2018-12-28,2019-01-12,c
7675c,c,2012-08-16,2012-09-05,a
3513,g,2014-08-31,2014-09-09,e
3582c,a,2017-04-20,2017-05-05,j
5529c,i,2015-02-01,2015-02-07,e
2912,i,2018-03-08,2018-03-14,d
9003,c,2013-01-02,2013-01-17,i
14587c,g,2022-04-15,2022-04-22,e
11596c,a,2014-04-08,2014-04-10,i
2535c,i,2021-04-12,2021-05-02,a
5783c,e,2016-11-07,2016-11-24,e
10597c,j,2014-10-24,2014-11-13,i
2239c,j,2018-05-29,2018-06-06,c
7919c,b,2022-03-22,2022-04-10,i
7267c,g,2018-12-25,2019-01-07,b
5157,d,2015-07-12,2015-07-20,g
738,g,2011-04-30,2011-05-02,h
5798,c,2012-03-14,2012-03-21,g
7893c,b,2011-11-14,2011-11-20,f
14706c,h,2020-11-15,2020-11-21,i
11159c,j,2015-06-14,2015-06-22,j
12557c,i,2016-01-15,2016-02-03,a
9475c,g,2019-06-18,2019-06-29,g
12387c,g,2022-02-21,2022-02-26,c
13557c,c,2011-10-27,2011-11-16,i
701,h,2017-12-29,2018-01-05,f
5520c,e,2016-11-17,2016-12-07,c
381c,f,2013-11-18,2013-11-24,f
3179c,e,2022-06-15,2022-06-27,c
10780c,i,2020-05-28,2020-06-04,h
5741c,e,2018-07-17,2018-07-31,g
12678c,j,2012-10-26,2012-11-06,a
9225c,i,2012-02-02,2012-02-21,c
2144,d,2018-04-26,2018-04-30,a
13498c,c,2019-03-11,2019-03-24,d
693,i,2015-01-23,2015-01-27,a
7708c,d,2012-10-20,2012-10-23,c
5591,h,2012-02-13,2012-02-16,g
5416,a,2013-03-25,2013-04-04,h
4510c,i,2015-02-15,2015-03-03,e
11928c,f,2022-06-24,2022-06-30,j
12946c,a,2019-12-24,2020-01-10,b
5224c,e,2013-06-11,2013-06-22,j
8633c,j,2022-03-22,2022-04-11,h
9053c,h,2011-10-05,2011-10-21,h
10880c,h,2017-08-31,2017-09-03,i
6053,d,2019-10-18,2019-10-27,g
12729c,e,2022-01-23,2022-02-04,g
4287,i,2020-10-28,2020-11-11,a
1836,j,2019-12-16,2019-12-28,d
9873c,f,2022-12-01,2022-12-04,e
2054c,g,2020-11-24,2020-11-30,f
5488,b,2016-03-16,2016-04-01,h
14324c,i,2015-11-05,2015-11-25,b
5107c,d,2020-11-24,2020-12-08,f
10698c,a,2010-07-06,2010-07-15,i
6108c,i,2017-05-14,2017-05-20,f
11034c,a,2010-12-03,2010-12-09,f
12448c,e,2012-08-04,2012-08-14,d
7444c,f,2021-04-02,2021-04-08,e
10825c,g,2020-02-02,2020-02-22,j
8268,a,2017-05-15,2017-05-27,e
2390c,j,2021-01-05,2021-01-06,c
3739c,h,2010-10-25,2010-11-12,f
6068,j,2015-10-10,2015-10-25,f
7437,c,2013-08-21,2013-08-25,j
7465c,i,2017-09-16,2017-09-29,h
8584c,a,2015-07-29,2015-08-10,f
7039,d,2022-11-30,2022-12-13,b
7036,b,2011-10-25,2011-10-28,j
9709c,b,2017-09-16,2017-09-21,a
7779,d,2016-08-12,2016-08-28,b
9125c,e,2012-09-23,2012-10-03,h
4556,f,2015-11-01,2015-11-19,i
5512c,a,2016-08-11,2016-08-19,b
11248c,e,2012-01-20,2012-02-07,h
14987c,a,2017-03-20,2017-04-08,b
7754,d,2017-04-07,2017-04-19,e
13859c,a,2020-05-09,2020-05-26,c
10304c,a,2011-06-18,2011-06-19,j
6810,e,2014-12-08,2014-12-13,e
4805c,j,2022-01-09,2022-01-29,h
3898c,e,2017-10-11,2017-10-12,g
13722c,h,2015-06-14,2015-07-03,c
4927c,c,2020-02-05,2020-02-06,d
12110c,h,2016-02-28,2016-03-10,h
4962c,j,2016-04-03,2016-04-17,f
8651,f,2010-09-10,2010-09-20,a
9036,g,2021-01-03,2021-01-06,g
14993c,h,2018-07-04,2018-07-05,c
14813c,e,2014-07-31,2014-08-03,j
4620c,a,2019-09-02,2019-09-15,f
2570,b,2013-05-08,2013-05-11,e
8387,e,2020-03-06,2020-03-11,a
12752c,e,2015-08-10,2015-08-29,i
7904c,g,2018-07-27,2018-08-06,f
1212,c,2010-10-06,2010-10-23,h
3879,a,2022-11-07,2022-11-16,c
4301,f,2016-01-25,2016-02-07,a
1234,h,2013-03-18,2013-03-24,d
9794c,b,2013-02-21,2013-02-24,b
