id_hcn,site,CIN_SEQ,REASON_CO_OPENED_DESC,DATE_OPENED
8461,a,e,b,2014-10-13
5856c,e,c,d,2018-10-16
1629,h,a,a,2014-06-28
3082c,e,d,c,2013-05-13
1803,j,h,g,2012-02-10
5543c,f,b,h,2017-12-08
2834c,f,b,h,2019-11-11
4852,b,b,h,2015-06-15
13930c,g,c,e,2010-02-21
1507,i,h,f,2018-03-01
6341,c,a,j,2017-05-01
8221c,a,c,f,2015-02-05
8792c,f,d,g,2017-05-18
170c,a,e,e,2020-03-31
12139c,i,j,c,2016-08-10
11423c,d,e,g,2015-06-16
4185,f,j,h,2012-10-22
1237,j,e,d,2011-08-05
12477c,i,a,h,2022-01-05
10686c,a,j,b,2012-04-09
1699c,e,i,c,2022-03-16
8645,d,a,a,2020-02-24
8403,g,j,e,2017-11-02
8184,j,j,a,2012-11-14
13631c,b,d,e,2016-08-22
678c,j,e,i,2012-08-16
7246c,f,j,a,2016-10-17
1759c,i,b,g,2019-01-19
7658c,c,g,i,2010-08-12
8942,h,j,h,2016-12-19
2816c,j,c,b,2010-10-21
585,f,a,h,2018-11-09
9930c,h,e,f,2013-11-09
7540,h,c,h,2021-07-18
8476c,d,f,c,2011-07-13
472,g,f,e,2022-07-31
6087,i,f,f,2022-12-22
7037,h,g,h,2017-11-16
8474,h,f,h,2011-06-25
3756,d,j,c,2015-11-12
9048c,a,h,e,2022-11-20
13929c,a,h,j,2022-11-04
3763c,b,h,c,2016-02-16
14375c,h,h,h,2019-04-10
3335c,f,j,j,2016-04-18
10390c,b,c,f,2020-09-29
9702,j,a,g,2017-10-21
11347c,f,a,d,2018-08-24
12889c,e,j,b,2016-12-20
6399c,d,f,h,2015-08-18
11323c,d,i,f,2012-11-04
11854c,h,b,h,2010-04-26
1677c,a,j,e,2017-10-20
935c,b,i,f,2019-08-25
1400c,a,b,h,2011-04-16
1480,a,b,i,2011-03-12
7682,c,e,h,2022-10-22
4407,j,b,a,2011-05-18
5927,i,d,b,2015-12-20
11931c,d,a,h,2019-01-16
5958c,c,j,h,2016-07-02
6968c,d,d,f,2018-06-27
11977c,j,g,f,2010-07-03
758c,f,i,a,2013-11-19
9922,d,a,g,2021-12-19
10532c,j,a,b,2020-11-01
3893c,c,i,a,2018-04-29
2687,c,h,c,2011-12-12
12202c,d,e,d,2011-06-04
10913c,j,i,c,2015-06-07
5865c,b,c,e,2022-12-05
13081c,j,h,f,2011-06-15
4758,g,c,e,2014-09-25
5914,h,b,f,2010-04-16
8235c,e,f,a,2010-01-25
3937c,d,g,a,2014-09-22
2501c,h,c,j,2014-12-16
3977c,j,a,e,2010-05-20
13558c,d,h,h,2013-05-25
8274,d,i,j,2020-01-09
5025c,b,f,f,2012-11-11
3164c,d,j,i,2013-01-09
10731c,a,a,c,2022-03-08
3583,e,b,h,2011-01-31
2455c,c,i,h,2018-05-01
4492,i,a,f,2011-12-14
8698,h,d,f,2012-02-14
64,a,a,e,2017-09-17
11036c,g,d,e,2020-06-14
1948,j,j,e,2021-11-22
8129c,c,h,j,2017-03-09
8576c,g,j,b,2020-09-01
5753,a,g,d,2012-05-07
1101,c,c,j,2015-08-12
11701c,c,e,e,2011-03-05
12669c,c,c,b,2019-03-16
6786c,h,g,b,2015-06-19
6297c,b,a,f,2014-02-08
6804,d,i,g,2016-06-14
9253c,e,f,e,2014-08-18
2934c,g,c,j,2014-01-25
2704,j,a,g,2015-07-12
4508,c,e,a,2019-11-27
2918,c,i,f,2019-05-30
14453c,i,e,j,2017-03-09
7475c,j,e,g,2019-04-26
1634,b,e,c,2014-06-05
7531,d,a,a,2021-07-02
7931c,c,f,a,2015-11-13
14570c,a,f,d,2019-09-11
1663c,e,i,h,2013-11-13
1691c,i,g,d,2016-02-26
9986,c,g,g,2015-03-06
4314c,f,c,a,2015-05-29
13792c,b,h,b,2013-06-17
8323,g,g,j,2017-03-31
4041c,f,f,h,2016-04-09
9050c,a,e,b,2014-09-30
1879c,d,e,d,2021-09-05
6104c,g,d,h,2012-09-11
6535c,c,g,c,2019-07-29
9579c,j,c,a,2017-04-09
5521,j,b,e,2017-04-12
11940c,b,j,h,2016-09-05
10648c,e,a,c,2022-11-28
3285,h,d,a,2019-10-16
11608c,c,c,i,2016-05-19
5648c,g,g,b,2022-02-03
14199c,f,a,b,2012-01-19
7465c,b,i,i,2022-04-18
11463c,g,e,a,2010-05-26
8805c,a,c,d,2018-08-18
1734,g,c,i,2019-01-16
14146c,e,b,e,2020-05-01
6384c,f,c,d,2016-08-10
3764c,c,b,h,2022-09-03
2172c,b,j,a,2016-09-03
14100c,e,b,f,2017-04-17
14334c,i,j,e,2013-05-22
8612c,f,i,d,2012-12-13
7823,e,i,c,2020-01-27
11580c,b,h,j,2014-08-16
9799,j,f,d,2013-11-06
3544,e,a,i,2015-11-11
10243c,c,c,e,2010-10-26
6773,c,d,h,2022-09-01
14451c,d,g,i,2012-08-20
10692c,h,a,a,2011-08-06
257c,d,j,b,2021-08-12
6041,e,c,e,2012-04-26
1806,a,c,f,2022-06-21
10377c,i,f,d,2019-04-24
6098,f,i,c,2015-07-01
9342,e,b,f,2010-02-16
1399c,j,g,j,2010-01-29
9104,d,e,c,2021-03-04
8555,c,d,j,2020-12-31
11832c,i,f,f,2010-09-10
14973c,g,e,a,2017-02-02
3486,j,j,c,2011-10-18
1949,e,e,b,2018-08-11
2118c,a,i,e,2010-01-16
14928c,i,c,d,2012-09-01
722,g,f,i,2018-01-16
3110c,i,h,b,2011-04-16
11951c,c,d,b,2011-04-15
120,h,a,j,2015-12-03
4336c,c,e,a,2022-10-02
624,g,g,e,2019-12-10
8987,b,g,f,2012-12-13
5751c,b,h,b,2015-02-26
8422c,g,c,g,2010-07-30
5920,g,b,g,2011-11-23
9053c,e,e,b,2014-01-18
8984,d,d,h,2017-11-29
6033,j,h,i,2018-01-11
8757,c,h,g,2021-11-23
14884c,c,j,e,2014-12-01
8937c,g,a,b,2017-10-12
8685,a,b,b,2016-03-20
633,h,a,b,2021-04-02
14738c,b,f,g,2019-10-22
10683c,c,i,d,2022-08-18
3226,e,b,g,2012-12-05
2849,d,g,i,2018-01-18
8810c,g,a,e,2022-12-29
1242,f,a,c,2011-12-13
4887,h,j,h,2015-09-07
5341,f,e,e,2017-11-18
12708c,f,f,b,2012-10-26
10954c,i,a,i,2017-08-02
4618,j,d,g,2015-03-18
4461c,c,g,c,2019-07-23
1172c,j,f,d,2012-06-30
11721c,j,e,c,2022-06-11
14006c,i,a,e,2018-09-17
2613,j,b,h,2022-06-12
9495c,d,f,h,2011-10-17
3913,f,h,b,2022-05-09
12475c,i,i,c,2018-04-25
1056c,b,f,b,2011-05-25
2290c,c,b,b,2013-06-02
4087c,c,d,h,2013-08-31
1899,c,h,i,2013-06-22
7356,h,h,e,2022-03-23
319c,b,b,j,2017-11-08
12273c,c,c,i,2013-08-19
8561,i,c,e,2016-01-27
6281,d,a,i,2014-06-12
10366c,i,a,h,2019-09-20
6641,i,d,e,2012-01-09
9902c,c,e,d,2019-02-10
4414,d,g,i,2022-02-16
7953c,f,e,h,2019-12-02
11391c,i,d,i,2017-09-01
8654c,g,g,g,2018-05-18
7818c,c,i,a,2017-05-05
10279c,b,c,g,2013-08-14
2857,g,a,b,2011-07-23
10058c,h,f,f,2015-09-18
4002,j,e,a,2011-02-17
3715,c,a,g,2015-03-19
39c,h,g,i,2018-07-20
4534c,b,i,f,2017-02-11
1885,g,b,i,2011-05-21
2821,g,a,f,2010-10-15
2674,b,b,g,2011-05-29
7322c,g,b,c,2012-04-26
7813,h,c,f,2021-12-30
435,i,g,g,2022-10-31
3697,a,b,d,2012-01-30
11123c,b,d,j,2022-03-03
541c,f,j,c,2020-05-25
5468,c,d,g,2010-12-15
10393c,g,i,f,2012-04-26
8591c,h,g,b,2017-03-26
12023c,c,c,b,2014-10-21
5843c,e,f,b,2021-02-17
7961,j,i,d,2010-12-18
2758,g,h,b,2010-06-01
9572,g,d,e,2013-10-04
5974,i,i,c,2020-01-14
7530,d,b,e,2020-08-16
11596c,e,f,b,2019-05-14
9647c,d,f,b,2018-09-10
2370,a,a,e,2010-09-16
1532,d,e,j,2012-10-28
11417c,a,j,i,2020-08-06
6297,i,f,f,2019-08-04
12882c,i,a,c,2010-09-10
13391c,d,f,h,2013-01-06
9235,b,f,a,2016-10-29
6009,i,a,i,2014-08-01
4574c,a,i,i,2019-09-06
31,h,j,b,2015-11-26
9774,h,d,a,2016-07-09
4681,b,h,a,2022-01-23
1404,c,e,i,2013-04-01
9491,f,f,e,2019-09-01
7001c,e,f,h,2012-03-24
6154c,i,f,i,2015-10-28
8402,e,f,i,2018-02-09
12599c,b,i,g,2019-03-15
10058c,f,c,a,2021-11-06
13490c,d,i,h,2018-04-07
11430c,j,f,j,2010-02-28
13542c,e,j,j,2016-08-25
13343c,h,j,c,2019-05-29
1565,i,a,e,2014-10-02
9347c,b,e,i,2020-09-22
5480,g,j,j,2010-10-30
3680c,f,g,c,2022-03-06
6330c,c,h,h,2010-05-21
5256c,a,i,c,2018-09-12
1463,g,e,a,2014-06-18
12893c,d,a,a,2016-09-28
770,j,g,c,2022-05-01
4364c,i,f,f,2016-11-03
8937,g,g,f,2013-12-10
5364c,c,a,g,2018-07-15
4649,c,f,f,2017-12-29
4663,a,h,g,2021-09-12
8818,h,g,f,2020-04-22
6184,h,e,a,2010-05-13
4807c,f,h,j,2013-06-26
9c,j,g,d,2019-01-23
1713c,b,g,d,2018-06-04
8564c,f,g,i,2017-10-15
6751,e,f,i,2022-08-30
3838c,j,j,i,2017-03-22
11344c,h,a,j,2018-12-15
11425c,b,e,e,2011-08-24
11057c,c,e,h,2018-06-06
9552,a,b,e,2021-07-02
7480c,g,b,i,2014-05-03
1447,g,j,g,2022-07-10
6891,c,i,d,2017-09-04
9415c,c,a,e,2012-11-28
5736c,d,i,d,2016-08-06
6110,e,h,h,2022-04-07
500c,e,g,g,2011-03-03
12645c,c,b,c,2013-08-21
6650c,h,d,g,2018-07-12
3839c,b,b,e,2022-04-14
1443,h,d,g,2020-04-30
1040,i,a,d,2010-06-19
2158,i,e,j,2018-02-26
932c,c,e,c,2012-10-12
4477c,f,h,i,2015-02-13
6506,b,c,a,2014-11-06
4294c,g,d,b,2021-06-22
9318c,d,a,e,2018-06-30
1079,i,d,j,2013-08-24
13980c,h,g,c,2015-01-25
8705c,a,i,j,2022-12-31
5832c,d,d,d,2011-12-07
6651c,f,d,j,2016-03-31
14615c,h,b,g,2019-05-13
186c,e,e,e,2016-06-04
6005c,i,c,c,2010-11-30
3265c,g,e,j,2010-11-20
5554,e,e,c,2014-08-13
7479c,c,a,d,2019-02-04
7844c,g,h,i,2014-07-18
233c,i,b,b,2012-04-05
6514,f,g,g,2010-12-07
3955,g,j,b,2021-12-24
650c,a,a,e,2018-11-06
8109,e,d,j,2014-06-17
5754,i,j,d,2011-08-28
13407c,a,h,h,2011-01-15
4774,a,g,b,2021-01-09
2022c,c,g,f,2015-08-26
2920c,f,d,f,2016-04-20
1284,i,d,e,2014-12-08
8189,h,c,h,2020-06-19
3972c,a,h,d,2020-07-09
6483,b,i,c,2021-07-07
4129c,c,f,g,2017-09-13
6802,i,e,b,2010-12-09
11840c,c,c,e,2018-07-02
8179,d,h,g,2019-05-05
2125,j,c,b,2020-07-11
5266c,c,e,d,2012-05-15
466,e,j,d,2021-01-20
4095,h,f,j,2010-01-23
7945,g,c,e,2017-04-15
8561,i,j,j,2017-10-25
7624,g,j,h,2019-04-03
11484c,a,j,h,2012-10-29
13997c,d,j,f,2016-02-28
3216,a,h,i,2020-02-23
8520c,g,b,h,2018-03-19
4330c,e,c,d,2022-12-13
11420c,i,i,e,2020-08-05
13898c,g,f,f,2012-06-10
2549,e,g,a,2020-06-06
128,b,d,g,2016-12-20
4564c,b,c,f,2020-08-23
12139c,b,f,d,2012-10-24
14742c,g,b,f,2021-07-17
2930,i,a,d,2019-06-02
2334,h,g,g,2014-02-22
3964c,a,i,h,2013-03-28
8766,d,i,a,2015-08-12
7632c,d,d,d,2022-12-17
9415,a,d,c,2014-04-09
4330,e,c,i,2015-10-22
5409c,c,e,d,2017-03-24
9761,e,f,i,2016-02-16
146,h,c,f,2020-09-02
4286c,g,h,c,2016-12-25
14890c,h,f,f,2010-07-01
3501c,b,c,i,2016-12-20
11760c,d,e,a,2015-04-23
3163c,j,c,d,2017-03-21
8325,e,h,c,2021-08-27
4187,i,c,c,2022-03-14
8272c,h,g,c,2011-08-31
2503c,e,f,b,2016-03-14
7677c,e,a,h,2014-02-20
2816c,b,b,e,2013-12-01
518c,i,g,d,2022-07-11
5380,h,f,f,2013-12-29
9309,c,i,i,2011-10-02
794c,f,f,h,2013-02-20
9848c,g,f,a,2013-10-11
1354,j,h,g,2017-08-14
9991c,j,e,d,2011-12-08
8282,a,b,e,2015-04-12
6631c,h,a,g,2022-11-21
754c,h,d,a,2020-07-14
4307c,g,j,f,2014-08-30
7028c,a,a,i,2010-02-10
1884,a,f,i,2020-04-07
138c,g,f,d,2015-08-12
7274,c,a,i,2017-10-16
5709,h,c,a,2010-12-03
3717c,j,g,f,2020-12-23
2215,f,i,g,2021-04-01
9956,d,d,e,2014-02-08
1853c,i,a,i,2019-10-16
6210c,h,b,g,2011-03-24
271c,g,g,i,2017-02-21
9367,i,f,a,2011-08-16
14146c,c,j,a,2020-03-11
6555c,c,e,d,2010-09-13
2240,e,i,e,2020-07-31
3338,j,d,d,2011-08-02
697,f,a,b,2010-07-28
7015,f,i,d,2019-12-16
5634,j,e,b,2018-07-08
769,j,e,b,2018-02-08
6757c,c,c,i,2011-05-29
11975c,d,e,b,2017-10-21
5821,b,e,b,2016-09-07
6943c,g,j,a,2013-10-20
2294c,f,e,f,2011-04-26
6902,j,i,g,2022-11-06
14615c,g,f,f,2020-12-01
11738c,c,i,b,2012-08-19
6875c,a,c,g,2017-09-12
7139,g,f,i,2019-11-17
2767,f,i,g,2016-03-03
7090,g,j,c,2016-05-24
11683c,b,d,b,2011-04-20
11197c,g,e,f,2010-09-04
855,a,c,e,2015-10-14
12777c,b,g,f,2017-06-21
1902c,g,b,f,2022-08-14
9932,e,d,j,2015-01-29
5782c,a,j,e,2013-12-24
9178,h,d,b,2022-10-19
5410,j,e,e,2012-05-18
8769c,a,c,a,2022-11-24
13335c,j,f,i,2011-07-18
1705,f,b,a,2010-01-30
8942,c,a,e,2017-05-30
1736,b,e,a,2017-08-05
4630c,g,g,d,2021-10-31
11561c,b,b,d,2020-03-11
3741,e,b,c,2015-11-30
6968c,c,g,f,2015-04-08
11112c,h,h,i,2012-07-12
779c,c,b,a,2020-05-29
7429,a,c,a,2015-04-03
2890c,e,c,f,2015-05-03
9786,f,i,b,2019-10-02
1249,b,i,d,2018-09-07
1461,j,b,d,2011-12-10
9001,j,d,h,2013-09-25
6767,d,i,j,2020-01-19
13166c,c,g,a,2013-02-11
14571c,a,h,f,2018-12-17
7120,g,h,b,2010-11-01
14284c,e,g,g,2015-09-20
11584c,b,c,i,2015-12-09
1384,a,b,c,2016-12-12
5204,j,f,i,2019-03-10
1031c,a,e,h,2019-02-22
3773c,i,g,j,2012-03-22
3205c,i,c,e,2022-08-10
2208,g,e,g,2019-09-17
9285c,c,a,f,2011-09-07
11961c,c,b,e,2017-03-07
3323,a,j,d,2012-12-23
6234c,b,f,a,2012-02-09
7894c,d,g,f,2021-09-11
1688,b,c,c,2022-03-23
3307c,f,e,j,2015-08-16
9124,g,e,d,2021-01-20
200c,g,c,h,2020-02-14
12413c,i,j,j,2010-12-04
2918c,j,c,a,2013-11-10
1447c,f,j,b,2019-05-20
9039,b,d,a,2014-11-02
7458c,h,g,d,2016-02-12
1779c,c,i,j,2020-04-06
7249,b,i,h,2017-12-30
8768,d,g,i,2016-06-16
13048c,h,i,d,2016-07-09
272c,e,f,h,2011-02-06
4722c,h,h,c,2014-08-14
9836c,d,g,d,2015-02-13
6580c,g,d,e,2012-06-18
6813,i,g,e,2014-05-10
3881c,i,c,j,2017-04-24
3104,c,i,f,2019-04-16
2978,b,b,g,2019-06-11
184,j,j,f,2016-02-16
14875c,g,f,e,2018-07-21
6737,i,a,e,2013-06-02
6291,c,i,i,2011-06-18
1650,b,b,g,2015-07-17
2279,g,d,b,2014-10-13
12989c,c,a,f,2012-09-07
5702,d,b,i,2014-11-03
2342c,j,h,d,2020-04-15
4469c,h,g,b,2021-02-13
6594,f,d,h,2010-11-01
9106c,b,b,i,2016-07-17
7117,b,e,e,2017-01-23
11813c,b,i,a,2020-06-26
5657c,i,d,a,2013-09-08
12094c,h,g,j,2014-08-16
6769c,e,d,a,2017-07-29
8225,d,i,j,2017-10-04
3270,b,e,h,2011-02-24
6482c,b,b,c,2013-12-08
705,g,c,f,2017-07-21
400,c,i,d,2021-06-23
1242,d,i,e,2020-06-21
4439,b,b,c,2018-05-12
6570c,i,f,g,2021-07-16
4311c,f,g,d,2011-03-09
1437c,f,i,i,2022-08-18
6533,i,b,j,2015-06-04
13477c,j,j,j,2012-05-23
5274,j,b,d,2010-07-13
5285c,g,a,c,2010-10-21
2794c,b,c,i,2015-12-04
8211,i,a,i,2010-06-08
12501c,b,a,d,2022-04-08
6018c,i,c,g,2010-06-21
5017c,e,i,f,2016-10-28
13291c,h,e,d,2014-07-01
9945c,f,a,h,2010-05-11
12127c,d,a,g,2016-07-04
9228c,e,c,h,2016-04-08
8120,g,d,i,2022-07-05
1094,g,e,i,2017-03-20
8025,g,a,i,2017-10-31
8334,j,g,g,2016-12-06
7663,g,d,d,2022-07-14
6520c,i,c,e,2017-11-15
4479,a,e,b,2012-09-12
11372c,g,i,g,2012-01-13
9414,a,d,i,2021-07-24
14009c,c,h,c,2022-11-27
13762c,d,j,e,2020-07-06
427c,h,f,e,2018-02-22
2701,e,a,d,2019-09-16
8526,j,a,j,2021-02-08
10710c,a,g,h,2016-09-02
6161,c,g,e,2010-12-27
4601,g,c,j,2019-08-11
4264,c,a,b,2017-11-03
39,d,i,b,2012-01-07
1086,a,b,d,2012-05-06
10201c,c,a,d,2019-01-04
3718c,c,j,c,2014-10-22
4568,j,j,a,2017-08-14
3666c,e,a,i,2012-06-01
4213c,f,c,d,2019-11-19
5473,b,j,h,2010-07-29
1942c,f,h,c,2018-10-31
11070c,e,b,e,2011-11-17
4096,d,i,i,2010-03-04
5400,j,d,f,2018-05-30
6961c,i,d,b,2019-10-12
4495,f,i,g,2010-07-01
7433c,f,j,a,2011-03-12
6455c,a,c,b,2016-04-07
2252,i,e,j,2020-04-08
5067c,c,e,h,2011-03-15
2636,i,e,g,2021-06-17
7079,a,g,f,2010-05-22
9924,h,i,i,2019-05-06
10537c,j,e,f,2020-09-01
4701,i,b,b,2020-02-23
13450c,d,c,h,2022-01-29
11205c,j,j,f,2014-02-18
5231,c,h,h,2011-11-28
5156c,i,j,c,2020-05-19
12092c,d,f,c,2012-07-01
9172,j,d,b,2021-01-18
2235c,c,h,a,2010-07-27
6982c,j,b,i,2012-08-27
163c,f,j,f,2017-11-02
24,a,a,f,2021-01-28
7096c,a,j,f,2012-07-01
7127c,f,f,a,2012-09-15
4020,h,a,c,2012-07-21
659,j,j,e,2021-08-20
9734,a,e,c,2022-08-13
2103,d,b,c,2013-11-26
262,i,g,c,2021-04-27
12141c,d,b,c,2014-11-22
14804c,h,a,i,2020-05-18
8586,h,e,i,2020-07-14
3141,i,e,g,2011-12-23
8975c,e,e,e,2022-06-25
1271,f,d,f,2020-12-02
1111c,f,h,i,2014-03-08
3447,b,h,f,2011-08-02
2490c,i,b,f,2019-05-04
3512,j,i,b,2015-12-22
2504c,c,h,d,2019-07-17
423c,d,j,e,2021-10-07
8927,b,d,d,2010-05-21
7516,f,g,h,2014-09-04
6239c,d,g,d,2014-05-11
9463,h,g,f,2016-01-03
5831c,j,d,i,2014-03-19
8114c,b,a,b,2013-08-18
5969,e,d,h,2019-02-01
10139c,h,c,e,2015-04-24
9601,b,d,i,2019-01-23
5126,g,h,h,2012-07-09
4604c,a,e,c,2012-11-23
5994,b,c,g,2012-04-15
4108c,f,f,h,2019-11-25
8689,f,a,d,2020-11-13
13465c,e,e,e,2010-04-20
5530c,d,e,i,2021-08-11
8199,b,g,i,2011-07-09
14405c,g,c,a,2017-08-12
13703c,c,f,i,2020-07-10
7185,e,c,j,2012-08-28
6606,g,f,g,2021-07-29
11097c,i,i,a,2021-03-05
3658c,d,d,h,2018-04-29
9259c,a,h,d,2011-11-02
3255,g,h,a,2012-11-08
5668c,h,i,c,2014-01-22
976c,g,h,f,2015-06-05
10642c,i,h,c,2016-01-15
10512c,a,c,a,2010-01-19
7482c,f,j,g,2019-12-12
10602c,j,j,i,2021-04-12
6012,e,g,j,2010-04-02
8573,c,d,a,2014-04-19
7797c,b,d,c,2013-02-07
3027,j,d,b,2020-03-20
3042c,h,h,g,2017-03-22
9093c,d,c,i,2019-07-02
2468c,b,i,a,2016-12-22
9563c,h,b,b,2011-03-26
6871c,c,i,b,2012-08-29
1715c,i,g,h,2020-12-06
1270,f,g,c,2014-12-05
2305,a,d,e,2016-01-23
13544c,j,b,f,2016-05-02
9295c,c,c,i,2020-11-05
462c,h,c,e,2016-04-19
527c,i,c,f,2011-04-16
10696c,b,d,e,2021-11-09
7694c,h,b,j,2011-10-08
2924,j,c,i,2012-10-29
9331c,j,f,a,2016-11-22
3852,i,e,a,2014-11-06
13428c,g,i,h,2018-11-16
7157c,d,c,f,2017-08-21
7417c,j,a,e,2021-05-16
3573c,i,e,i,2021-11-15
191,i,h,c,2012-11-30
4043c,g,h,f,2022-07-29
2729c,d,g,j,2015-11-05
1883c,f,j,i,2015-10-10
8636c,a,f,d,2012-03-13
5060,b,e,e,2022-08-16
4754c,b,h,e,2011-12-07
2835,b,h,c,2022-08-08
2911c,b,i,h,2013-05-14
297c,f,d,j,2019-07-27
798c,i,h,j,2012-06-24
5275c,a,e,c,2010-02-28
4238,i,h,e,2017-05-11
9652,a,d,g,2020-04-20
1010c,j,a,i,2014-02-04
11689c,c,f,b,2020-01-29
5881c,a,j,j,2017-01-19
3891c,d,i,f,2021-11-26
11963c,g,f,f,2021-03-11
506,a,j,a,2013-09-04
3038,f,g,f,2019-06-17
14816c,j,e,c,2016-09-01
13328c,j,f,c,2011-06-11
5120,i,d,a,2011-11-10
1022c,c,b,b,2017-09-07
7719,c,i,h,2016-07-31
8176,b,j,f,2022-05-06
2758,g,e,g,2016-10-04
4732c,g,h,h,2018-06-29
2999c,f,j,g,2021-08-21
7545,g,e,f,2019-12-22
5563c,j,d,g,2014-12-25
2684c,d,a,c,2020-11-03
60,i,d,g,2020-07-07
14686c,g,e,c,2013-11-10
9338,a,a,d,2015-04-18
5628,f,h,i,2017-02-21
1741,j,h,i,2013-08-12
11727c,h,h,d,2012-10-04
14805c,j,e,g,2020-04-08
6679,h,h,b,2021-05-23
13817c,f,i,a,2016-09-03
9370,i,a,i,2017-03-29
11167c,e,h,d,2011-09-28
5678,e,f,j,2022-11-15
10268c,e,c,j,2020-01-06
3214,d,f,d,2015-08-18
9754c,g,h,c,2011-05-01
6281c,f,a,e,2020-06-27
2127,d,d,f,2022-07-20
6978c,h,f,d,2019-04-02
2204c,d,d,c,2021-01-08
4480,a,c,b,2022-08-26
2249,c,c,d,2015-04-19
4728,j,e,d,2022-03-04
206,f,d,b,2011-01-16
9198,h,i,f,2017-09-19
9229,b,b,j,2022-10-12
6690,f,a,g,2013-09-30
1297c,e,e,c,2022-08-05
7152c,c,i,c,2010-08-05
11899c,c,g,i,2016-10-27
315c,h,j,a,2012-09-12
3068c,b,e,h,2012-11-02
3669,i,h,j,2020-09-18
7221c,c,b,g,2021-06-30
9314,i,g,b,2016-12-27
9344,a,j,e,2020-02-27
7815c,g,f,i,2014-02-02
13257c,d,i,d,2018-11-02
916c,g,a,e,2014-08-25
14411c,b,g,e,2018-12-14
81c,f,g,a,2019-07-24
11428c,b,i,a,2010-12-29
14457c,e,b,e,2017-07-04
7099,c,f,f,2020-11-19
4760c,f,j,c,2020-07-04
2418,f,a,g,2022-04-02
6773,g,f,h,2014-02-24
3512c,h,j,f,2010-09-21
5909c,f,a,g,2017-04-04
4622c,b,i,a,2014-10-06
9505,h,e,h,2022-09-04
3672c,e,a,j,2021-05-01
1172,a,b,c,2022-11-10
13499c,f,j,h,2017-08-23
607,e,f,g,2018-07-24
3260,d,i,e,2019-08-22
9845,j,a,d,2017-11-15
5923c,d,f,e,2022-09-22
10754c,j,g,j,2018-10-26
10739c,d,e,a,2015-02-09
5774,i,i,j,2021-07-28
10915c,g,g,a,2012-03-24
9684c,c,i,f,2010-02-22
11277c,d,g,d,2019-01-08
14804c,h,i,c,2018-04-18
13532c,b,d,b,2018-08-02
4021c,a,j,a,2013-07-08
5297,e,e,d,2017-05-25
2669c,j,d,h,2010-12-23
3017,j,g,h,2013-09-12
7839c,h,a,e,2014-01-05
4793,e,d,e,2021-12-06
2835,a,j,e,2014-12-23
9356c,a,b,j,2011-11-18
5417c,e,e,h,2012-12-06
1980c,f,c,c,2022-02-06
1541c,i,a,i,2022-07-25
7077,f,a,h,2019-07-03
9393c,i,d,j,2022-06-22
7018c,i,a,g,2022-03-09
7479,f,a,a,2016-08-08
5658,b,i,i,2016-11-22
9806c,h,e,d,2014-10-25
429c,c,b,e,2019-09-02
5659,f,c,g,2021-06-08
3042c,h,j,d,2011-10-21
326c,c,a,d,2014-02-04
5165c,d,g,i,2022-04-30
2374c,d,j,c,2011-08-13
13092c,h,f,i,2011-01-17
6113c,b,c,f,2011-12-14
9216c,e,c,d,2012-01-07
9204c,c,c,j,2017-10-22
6868c,j,b,h,2022-01-21
3070,c,g,j,2018-10-05
6911,c,h,f,2018-01-05
5493c,g,h,d,2016-05-31
4461c,g,j,d,2022-06-20
7595,h,a,j,2018-11-02
916c,c,d,g,2020-04-06
9265,a,g,h,2018-05-03
14554c,f,g,e,2019-02-25
10037c,g,b,b,2021-02-02
12722c,a,g,c,2019-02-18
3307c,i,b,a,2012-08-24
3985c,i,i,f,2019-10-28
4008c,g,i,h,2014-01-22
8874c,a,h,j,2015-12-28
9591c,h,b,j,2019-04-23
6173c,g,i,d,2010-01-15
11106c,d,g,j,2011-12-14
8091c,h,d,g,2014-08-12
7299c,j,c,g,2012-04-27
8560,b,f,d,2017-10-19
5499,i,j,j,2013-08-17
1911,g,b,b,2014-12-21
5184,a,f,a,2011-10-13
12505c,h,j,g,2017-07-29
3889,g,j,d,2018-11-09
9663,e,e,j,2015-05-27
8185c,i,c,h,2017-02-14
13512c,h,f,e,2016-05-10
105,b,i,c,2016-03-13
6100c,h,g,f,2015-06-24
5902,f,i,i,2020-02-28
2123,g,a,i,2013-06-12
11755c,i,b,b,2021-03-30
14350c,c,c,e,2021-05-25
11468c,e,h,j,2022-07-21
3025,b,j,h,2017-08-29
3665,d,h,g,2013-08-03
10242c,c,g,h,2018-12-03
13889c,b,j,j,2019-07-10
9128,h,g,b,2019-03-22
1172,e,i,g,2011-11-14
7233,i,d,d,2017-08-12
7965c,c,j,c,2017-10-10
1450c,i,b,e,2012-01-26
7335,h,g,i,2016-04-17
8988,a,g,a,2010-03-22
958,j,c,f,2022-10-24
6568,j,i,e,2016-06-14
5775,f,h,e,2021-12-04
5901,j,f,g,2018-05-06
2741,j,e,j,2013-10-01
10188c,j,a,f,2015-04-03
11104c,d,h,c,2018-06-07
9482c,h,h,f,2022-11-28
1470,a,b,j,2015-05-18
6445,b,h,b,2016-07-04
8378,d,h,j,2018-11-07
14516c,j,b,f,2016-09-30
9073c,b,a,i,2010-11-16
2085c,h,g,d,2017-09-26
6366c,i,d,i,2021-08-16
8806c,d,d,h,2020-04-09
1917c,e,i,j,2012-05-03
8325c,f,c,f,2018-03-31
